Data de lançamento;Período;Centro;Centro custo;Denominação de objeto;Documento de compras;Classe de custo;Denom.classe custo;Denominação;Texto breve material;Nº doc.de referência;Valor/moeda objeto;Conta lnçto.contrap.;Descrição da conta de contrapartida;Tipo de documento;Linha de lançamento;Nº documento;Denomin.da conta de contrapartida;Objeto;Data do documento;Empresa;Texto de cabeçalho de documento;Nome do usuário;Material
29/07/2025;7;7956;BR1A312;COMBI 24000;4520346603;6600121;Energia Eletrica;Recebimento físico;SERV FORNEC ENERG ELETR C/RECUP IMP 3101;5089853109;98069,75;2010000;Transitoria Recebimento Fisico/Fisc;WE;1;1414250723;Recbto Fisico/Fiscal;BR1A312;18/06/2025;BR16;;09385570;700000144
07/08/2025;8;7956;BR1A312;COMBI 24000;4520681186;6600121;Energia Eletrica;Recebimento físico;SERV FORNEC ENERG ELETR C/RECUP IMP 3101;5090129387;57862,56;2010000;Transitoria Recebimento Fisico/Fisc;WE;1;1419855379;Recbto Fisico/Fiscal;BR1A312;06/08/2025;BR16;;09478597;700000144
19/08/2025;8;7956;BR1A312;COMBI 24000;4520681186;6600121;Energia Eletrica;Recebimento fatura;SERV FORNEC ENERG ELETR C/RECUP IMP 3101;5105945985;0;1000120537;ENEL TRADING BRASIL SA;RE;1;1426393579;ENEL TRADING BRASIL SA;BR1A312;06/08/2025;BR16;30248458000125;09345264;700000144
11/08/2025;8;7956;BR1A312;COMBI 24000;4520596060;6600121;Energia Eletrica;Recebimento fatura;SERV FORNEC ENERG ELETR C/RECUP IMP 3101;5105898199;-11296,9;2010000;Transitoria Recebimento Fisico/Fisc;RE;1;1421540437;Recbto Fisico/Fiscal;BR1A312;25/07/2025;BR16;15139629000194;09345264;700000144
07/08/2025;8;7956;BR1A312;COMBI 24000;4520346603;6600121;Energia Eletrica;Recebimento fatura;SERV FORNEC ENERG ELETR C/RECUP IMP 3101;5105879927;0;1000039250;COMPANHIA DE ELETRICIDADE DO ESTADO;RE;2;1419649901;COMPANHIA DE ELETRICIDADE DO ESTADO;BR1A312;18/06/2025;BR16;15139629000194;09345264;700000144
07/08/2025;8;7956;BR1A312;COMBI 24000;4520346603;6600121;Energia Eletrica;Recebimento fatura;SERV FORNEC ENERG ELETR C/RECUP IMP 3101;5105879927;-76,6;2010000;Transitoria Recebimento Fisico/Fisc;RE;1;1419649901;Recbto Fisico/Fiscal;BR1A312;18/06/2025;BR16;15139629000194;09345264;700000144
31/01/2025;1;7956;BR1A010;PRODUCAO MAGICO BA;4519068407;6600121;Energia Eletrica;Recebimento físico;SERV FORNEC ENERG ELETR C/RECUP IMP 3101;5084593961;15815,36;2010000;Transitoria Recebimento Fisico/Fisc;WE;3;1309446747;Recbto Fisico/Fiscal;BR1A010;08/01/2025;BR16;;09385570;700000144
07/01/2025;1;7956;BR1A010;PRODUCAO MAGICO BA;4518848986;6600121;Energia Eletrica;Recebimento físico;SERV FORNEC ENERG ELETR C/RECUP IMP 3101;5083859096;1549,13;2010000;Transitoria Recebimento Fisico/Fisc;WE;3;1295221154;Recbto Fisico/Fiscal;BR1A010;06/01/2025;BR16;;09456067;700000144
09/01/2025;1;7956;BR1A010;PRODUCAO MAGICO BA;4518848986;6600121;Energia Eletrica;Recebimento fatura;SERV FORNEC ENERG ELETR C/RECUP IMP 3101;5109310383;0;2010000;Transitoria Recebimento Fisico/Fisc;RE;3;1296404921;Recbto Fisico/Fiscal;BR1A010;06/01/2025;BR16;30248458000125;09208650;700000144
27/02/2025;2;7956;BR1A010;PRODUCAO MAGICO BA;4519298680;6600121;Energia Eletrica;Recebimento físico;SERV FORNEC ENERG ELETR C/RECUP IMP 3101;5085399219;18089,57;2010000;Transitoria Recebimento Fisico/Fisc;WE;3;1325595040;Recbto Fisico/Fiscal;BR1A010;24/02/2025;BR16;;09385570;700000144
17/02/2025;2;7956;BR1A010;PRODUCAO MAGICO BA;4519191221;6600121;Energia Eletrica;Recebimento fatura;SERV FORNEC ENERG ELETR C/RECUP IMP 3101;5109490024;0;1000120537;ENEL TRADING BRASIL SA;RE;3;1319519749;ENEL TRADING BRASIL SA;BR1A010;05/02/2025;BR16;30248458000125;09208650;700000144
14/02/2025;2;7956;BR1A010;PRODUCAO MAGICO BA;4519191221;6600121;Energia Eletrica;Recebimento físico;SERV FORNEC ENERG ELETR C/RECUP IMP 3101;5085006993;2275,92;2010000;Transitoria Recebimento Fisico/Fisc;WE;3;1317887152;Recbto Fisico/Fiscal;BR1A010;05/02/2025;BR16;;09349096;700000144
19/02/2025;2;7956;BR1A010;PRODUCAO MAGICO BA;4519068407;6600121;Energia Eletrica;Recebimento fatura;SERV FORNEC ENERG ELETR C/RECUP IMP 3101;5109499791;0;1000039250;COMPANHIA DE ELETRICIDADE DO ESTADO;RE;3;1320967407;COMPANHIA DE ELETRICIDADE DO ESTADO;BR1A010;08/01/2025;BR16;15139629000194;09257681;700000144
28/03/2025;3;7956;BR1A010;PRODUCAO MAGICO BA;4519516444;6600121;Energia Eletrica;Recebimento fatura;SERV FORNEC ENERG ELETR C/RECUP IMP 3101;5109680256;-177,1;2010000;Transitoria Recebimento Fisico/Fisc;RE;3;1343126331;Recbto Fisico/Fiscal;BR1A010;10/03/2025;BR16;30248458000125;09345264;700000144
25/03/2025;3;7956;BR1A010;PRODUCAO MAGICO BA;4519516444;6600121;Energia Eletrica;Recebimento físico;SERV FORNEC ENERG ELETR C/RECUP IMP 3101;5086174855;1914,56;2010000;Transitoria Recebimento Fisico/Fisc;WE;3;1340913860;Recbto Fisico/Fiscal;BR1A010;10/03/2025;BR16;;09349096;700000144
24/03/2025;3;7956;BR1A010;PRODUCAO MAGICO BA;4519298680;6600121;Energia Eletrica;Recebimento fatura;SERV FORNEC ENERG ELETR C/RECUP IMP 3101;5109649812;0;1000039250;COMPANHIA DE ELETRICIDADE DO ESTADO;RE;3;1340151534;COMPANHIA DE ELETRICIDADE DO ESTADO;BR1A010;25/02/2025;BR16;15139629000194;09345264;700000144
28/04/2025;4;7956;BR1A010;PRODUCAO MAGICO BA;4519806446;6600121;Energia Eletrica;Recebimento físico;SERV FORNEC ENERG ELETR C/RECUP IMP 3101;5087148247;18181,86;2010000;Transitoria Recebimento Fisico/Fisc;WE;3;1360130411;Recbto Fisico/Fiscal;BR1A010;23/04/2025;BR16;;09470865;700000144
14/04/2025;4;7956;BR1A010;PRODUCAO MAGICO BA;4519621239;6600121;Energia Eletrica;Recebimento fatura;SERV FORNEC ENERG ELETR C/RECUP IMP 3101;5109752840;0;1000120537;ENEL TRADING BRASIL SA;RE;4;1352944161;ENEL TRADING BRASIL SA;BR1A010;03/04/2025;BR16;30248458000125;09208650;700000144
07/04/2025;4;7956;BR1A010;PRODUCAO MAGICO BA;4519621239;6600121;Energia Eletrica;Recebimento físico;SERV FORNEC ENERG ELETR C/RECUP IMP 3101;5086577869;1805,97;2010000;Transitoria Recebimento Fisico/Fisc;WE;3;1349048783;Recbto Fisico/Fiscal;BR1A010;03/04/2025;BR16;;09349096;700000144
07/04/2025;4;7956;BR1A010;PRODUCAO MAGICO BA;4519559043;6600121;Energia Eletrica;Recebimento físico;SERV FORNEC ENERG ELETR C/RECUP IMP 3101;5086565151;16425,11;2010000;Transitoria Recebimento Fisico/Fisc;WE;3;1348701215;Recbto Fisico/Fiscal;BR1A010;27/03/2025;BR16;;09385570;700000144
30/05/2025;5;7956;BR1A010;PRODUCAO MAGICO BA;4520089904;6600121;Energia Eletrica;Recebimento físico;SERV FORNEC ENERG ELETR C/RECUP IMP 3101;5088125819;17006,83;2010000;Transitoria Recebimento Fisico/Fisc;WE;3;1379573627;Recbto Fisico/Fiscal;BR1A010;04/05/2025;BR16;;09349096;700000144
12/05/2025;5;7956;BR1A010;PRODUCAO MAGICO BA;4519883787;6600121;Energia Eletrica;Recebimento fatura;SERV FORNEC ENERG ELETR C/RECUP IMP 3101;5109880477;0;1000120537;ENEL TRADING BRASIL SA;RE;3;1368530405;ENEL TRADING BRASIL SA;BR1A010;06/05/2025;BR16;30248458000125;09208650;700000144
07/05/2025;5;7956;BR1A010;PRODUCAO MAGICO BA;4519883787;6600121;Energia Eletrica;Recebimento físico;SERV FORNEC ENERG ELETR C/RECUP IMP 3101;5087420587;1815,07;2010000;Transitoria Recebimento Fisico/Fisc;WE;3;1365743534;Recbto Fisico/Fiscal;BR1A010;06/05/2025;BR16;;09421732;700000144
28/05/2025;5;7956;BR1A010;PRODUCAO MAGICO BA;4519806446;6600121;Energia Eletrica;Recebimento fatura;SERV FORNEC ENERG ELETR C/RECUP IMP 3101;5109968213;-1939;2010000;Transitoria Recebimento Fisico/Fisc;RE;3;1378261792;Recbto Fisico/Fiscal;BR1A010;23/04/2025;BR16;15139629000194;09345264;700000144
27/05/2025;5;7956;BR1A010;PRODUCAO MAGICO BA;4519559043;6600121;Energia Eletrica;Recebimento fatura;SERV FORNEC ENERG ELETR C/RECUP IMP 3101;5109955884;0;1000039250;COMPANHIA DE ELETRICIDADE DO ESTADO;RE;3;1377214859;COMPANHIA DE ELETRICIDADE DO ESTADO;BR1A010;27/03/2025;BR16;15139629000194;09345264;700000144
24/06/2025;6;7956;BR1A010;PRODUCAO MAGICO BA;4520153117;6600121;Energia Eletrica;Recebimento fatura;SERV FORNEC ENERG ELETR C/RECUP IMP 3101;5105695437;0;1000120537;ENEL TRADING BRASIL SA;RE;3;1394169510;ENEL TRADING BRASIL SA;BR1A010;06/06/2025;BR16;30248458000125;09208650;700000144
06/06/2025;6;7956;BR1A010;PRODUCAO MAGICO BA;4520153117;6600121;Energia Eletrica;Recebimento físico;SERV FORNEC ENERG ELETR C/RECUP IMP 3101;5088333427;1914,85;2010000;Transitoria Recebimento Fisico/Fisc;WE;3;1383730427;Recbto Fisico/Fiscal;BR1A010;06/06/2025;BR16;;09349096;700000144
03/06/2025;6;7956;BR1A010;PRODUCAO MAGICO BA;4520089904;6600121;Energia Eletrica;Recebimento fatura;SERV FORNEC ENERG ELETR C/RECUP IMP 3101;5109995225;0;2010000;Transitoria Recebimento Fisico/Fisc;RE;3;1381684207;Recbto Fisico/Fiscal;BR1A010;23/05/2025;BR16;15139629000194;09345264;700000144
29/07/2025;7;7956;BR1A010;PRODUCAO MAGICO BA;4520596060;6600121;Energia Eletrica;Recebimento físico;SERV FORNEC ENERG ELETR C/RECUP IMP 3101;5089843113;19537,34;2010000;Transitoria Recebimento Fisico/Fisc;WE;3;1414058413;Recbto Fisico/Fiscal;BR1A010;25/07/2025;BR16;;09385570;700000144
07/07/2025;7;7956;BR1A010;PRODUCAO MAGICO BA;4520373002;6600121;Energia Eletrica;Recebimento fatura;SERV FORNEC ENERG ELETR C/RECUP IMP 3101;5105747551;0;2010000;Transitoria Recebimento Fisico/Fisc;RE;3;1401447684;Recbto Fisico/Fiscal;BR1A010;02/07/2025;BR16;30248458000125;09208650;700000144
04/07/2025;7;7956;BR1A010;PRODUCAO MAGICO BA;4520373002;6600121;Energia Eletrica;Recebimento físico;SERV FORNEC ENERG ELETR C/RECUP IMP 3101;5089149309;1736,14;2010000;Transitoria Recebimento Fisico/Fisc;WE;3;1400314684;Recbto Fisico/Fiscal;BR1A010;02/07/2025;BR16;;09456067;700000144
29/07/2025;7;7956;BR1A010;PRODUCAO MAGICO BA;4520346603;6600121;Energia Eletrica;Recebimento físico;SERV FORNEC ENERG ELETR C/RECUP IMP 3101;5089853109;17640,59;2010000;Transitoria Recebimento Fisico/Fisc;WE;3;1414250723;Recbto Fisico/Fiscal;BR1A010;18/06/2025;BR16;;09385570;700000144
19/08/2025;8;7956;BR1A010;PRODUCAO MAGICO BA;4520681186;6600121;Energia Eletrica;Recebimento fatura;SERV FORNEC ENERG ELETR C/RECUP IMP 3101;5105945985;0;1000120537;ENEL TRADING BRASIL SA;RE;3;1426393579;ENEL TRADING BRASIL SA;BR1A010;06/08/2025;BR16;30248458000125;09345264;700000144
07/08/2025;8;7956;BR1A010;PRODUCAO MAGICO BA;4520681186;6600121;Energia Eletrica;Recebimento físico;SERV FORNEC ENERG ELETR C/RECUP IMP 3101;5090129387;1818,54;2010000;Transitoria Recebimento Fisico/Fisc;WE;3;1419855379;Recbto Fisico/Fiscal;BR1A010;06/08/2025;BR16;;09478597;700000144
11/08/2025;8;7956;BR1A010;PRODUCAO MAGICO BA;4520596060;6600121;Energia Eletrica;Recebimento fatura;SERV FORNEC ENERG ELETR C/RECUP IMP 3101;5105898199;-2032,07;2010000;Transitoria Recebimento Fisico/Fisc;RE;3;1421540437;Recbto Fisico/Fiscal;BR1A010;25/07/2025;BR16;15139629000194;09345264;700000144
07/08/2025;8;7956;BR1A010;PRODUCAO MAGICO BA;4520346603;6600121;Energia Eletrica;Recebimento fatura;SERV FORNEC ENERG ELETR C/RECUP IMP 3101;5105879927;0;1000039250;COMPANHIA DE ELETRICIDADE DO ESTADO;RE;4;1419649901;COMPANHIA DE ELETRICIDADE DO ESTADO;BR1A010;18/06/2025;BR16;15139629000194;09345264;700000144
31/01/2025;1;7956;BR1A009;PRODUCAO TODDY BA;4519068407;6600121;Energia Eletrica;Recebimento físico;SERV FORNEC ENERG ELETR C/RECUP IMP 3101;5084593961;30290,43;2010000;Transitoria Recebimento Fisico/Fisc;WE;2;1309446747;Recbto Fisico/Fiscal;BR1A009;08/01/2025;BR16;;09385570;700000144
07/01/2025;1;7956;BR1A009;PRODUCAO TODDY BA;4518848986;6600121;Energia Eletrica;Recebimento físico;SERV FORNEC ENERG ELETR C/RECUP IMP 3101;5083859096;19575,36;2010000;Transitoria Recebimento Fisico/Fisc;WE;2;1295221154;Recbto Fisico/Fiscal;BR1A009;06/01/2025;BR16;;09456067;700000144
09/01/2025;1;7956;BR1A009;PRODUCAO TODDY BA;4518848986;6600121;Energia Eletrica;Recebimento fatura;SERV FORNEC ENERG ELETR C/RECUP IMP 3101;5109310383;0;2010000;Transitoria Recebimento Fisico/Fisc;RE;2;1296404921;Recbto Fisico/Fiscal;BR1A009;06/01/2025;BR16;30248458000125;09208650;700000144
27/02/2025;2;7956;BR1A009;PRODUCAO TODDY BA;4519298680;6600121;Energia Eletrica;Recebimento físico;SERV FORNEC ENERG ELETR C/RECUP IMP 3101;5085399219;34646,13;2010000;Transitoria Recebimento Fisico/Fisc;WE;2;1325595040;Recbto Fisico/Fiscal;BR1A009;24/02/2025;BR16;;09385570;700000144
17/02/2025;2;7956;BR1A009;PRODUCAO TODDY BA;4519191221;6600121;Energia Eletrica;Recebimento fatura;SERV FORNEC ENERG ELETR C/RECUP IMP 3101;5109490024;0;1000120537;ENEL TRADING BRASIL SA;RE;2;1319519749;ENEL TRADING BRASIL SA;BR1A009;05/02/2025;BR16;30248458000125;09208650;700000144
14/02/2025;2;7956;BR1A009;PRODUCAO TODDY BA;4519191221;6600121;Energia Eletrica;Recebimento físico;SERV FORNEC ENERG ELETR C/RECUP IMP 3101;5085006993;28759,3;2010000;Transitoria Recebimento Fisico/Fisc;WE;2;1317887152;Recbto Fisico/Fiscal;BR1A009;05/02/2025;BR16;;09349096;700000144
19/02/2025;2;7956;BR1A009;PRODUCAO TODDY BA;4519068407;6600121;Energia Eletrica;Recebimento fatura;SERV FORNEC ENERG ELETR C/RECUP IMP 3101;5109499791;0;1000039250;COMPANHIA DE ELETRICIDADE DO ESTADO;RE;2;1320967407;COMPANHIA DE ELETRICIDADE DO ESTADO;BR1A009;08/01/2025;BR16;15139629000194;09257681;700000144
28/03/2025;3;7956;BR1A009;PRODUCAO TODDY BA;4519516444;6600121;Energia Eletrica;Recebimento fatura;SERV FORNEC ENERG ELETR C/RECUP IMP 3101;5109680256;-2237,86;2010000;Transitoria Recebimento Fisico/Fisc;RE;2;1343126331;Recbto Fisico/Fiscal;BR1A009;10/03/2025;BR16;30248458000125;09345264;700000144
25/03/2025;3;7956;BR1A009;PRODUCAO TODDY BA;4519516444;6600121;Energia Eletrica;Recebimento físico;SERV FORNEC ENERG ELETR C/RECUP IMP 3101;5086174855;24193,03;2010000;Transitoria Recebimento Fisico/Fisc;WE;2;1340913860;Recbto Fisico/Fiscal;BR1A009;10/03/2025;BR16;;09349096;700000144
24/03/2025;3;7956;BR1A009;PRODUCAO TODDY BA;4519298680;6600121;Energia Eletrica;Recebimento fatura;SERV FORNEC ENERG ELETR C/RECUP IMP 3101;5109649812;0;1000039250;COMPANHIA DE ELETRICIDADE DO ESTADO;RE;2;1340151534;COMPANHIA DE ELETRICIDADE DO ESTADO;BR1A009;25/02/2025;BR16;15139629000194;09345264;700000144
28/04/2025;4;7956;BR1A009;PRODUCAO TODDY BA;4519806446;6600121;Energia Eletrica;Recebimento físico;SERV FORNEC ENERG ELETR C/RECUP IMP 3101;5087148247;34822,89;2010000;Transitoria Recebimento Fisico/Fisc;WE;2;1360130411;Recbto Fisico/Fiscal;BR1A009;23/04/2025;BR16;;09470865;700000144
14/04/2025;4;7956;BR1A009;PRODUCAO TODDY BA;4519621239;6600121;Energia Eletrica;Recebimento fatura;SERV FORNEC ENERG ELETR C/RECUP IMP 3101;5109752840;0;1000120537;ENEL TRADING BRASIL SA;RE;3;1352944161;ENEL TRADING BRASIL SA;BR1A009;03/04/2025;BR16;30248458000125;09208650;700000144
07/04/2025;4;7956;BR1A009;PRODUCAO TODDY BA;4519621239;6600121;Energia Eletrica;Recebimento físico;SERV FORNEC ENERG ELETR C/RECUP IMP 3101;5086577869;22820,89;2010000;Transitoria Recebimento Fisico/Fisc;WE;2;1349048783;Recbto Fisico/Fiscal;BR1A009;03/04/2025;BR16;;09349096;700000144
07/04/2025;4;7956;BR1A009;PRODUCAO TODDY BA;4519559043;6600121;Energia Eletrica;Recebimento físico;SERV FORNEC ENERG ELETR C/RECUP IMP 3101;5086565151;31458,25;2010000;Transitoria Recebimento Fisico/Fisc;WE;2;1348701215;Recbto Fisico/Fiscal;BR1A009;27/03/2025;BR16;;09385570;700000144
30/05/2025;5;7956;BR1A009;PRODUCAO TODDY BA;4520089904;6600121;Energia Eletrica;Recebimento físico;SERV FORNEC ENERG ELETR C/RECUP IMP 3101;5088125819;32572,41;2010000;Transitoria Recebimento Fisico/Fisc;WE;2;1379573627;Recbto Fisico/Fiscal;BR1A009;04/05/2025;BR16;;09349096;700000144
12/05/2025;5;7956;BR1A009;PRODUCAO TODDY BA;4519883787;6600121;Energia Eletrica;Recebimento fatura;SERV FORNEC ENERG ELETR C/RECUP IMP 3101;5109880477;0;1000120537;ENEL TRADING BRASIL SA;RE;2;1368530405;ENEL TRADING BRASIL SA;BR1A009;06/05/2025;BR16;30248458000125;09208650;700000144
07/05/2025;5;7956;BR1A009;PRODUCAO TODDY BA;4519883787;6600121;Energia Eletrica;Recebimento físico;SERV FORNEC ENERG ELETR C/RECUP IMP 3101;5087420587;22935,86;2010000;Transitoria Recebimento Fisico/Fisc;WE;2;1365743534;Recbto Fisico/Fiscal;BR1A009;06/05/2025;BR16;;09421732;700000144
28/05/2025;5;7956;BR1A009;PRODUCAO TODDY BA;4519806446;6600121;Energia Eletrica;Recebimento fatura;SERV FORNEC ENERG ELETR C/RECUP IMP 3101;5109968213;-3713,68;2010000;Transitoria Recebimento Fisico/Fisc;RE;2;1378261792;Recbto Fisico/Fiscal;BR1A009;23/04/2025;BR16;15139629000194;09345264;700000144
27/05/2025;5;7956;BR1A009;PRODUCAO TODDY BA;4519559043;6600121;Energia Eletrica;Recebimento fatura;SERV FORNEC ENERG ELETR C/RECUP IMP 3101;5109955884;0;1000039250;COMPANHIA DE ELETRICIDADE DO ESTADO;RE;2;1377214859;COMPANHIA DE ELETRICIDADE DO ESTADO;BR1A009;27/03/2025;BR16;15139629000194;09345264;700000144
24/06/2025;6;7956;BR1A009;PRODUCAO TODDY BA;4520153117;6600121;Energia Eletrica;Recebimento fatura;SERV FORNEC ENERG ELETR C/RECUP IMP 3101;5105695437;0;1000120537;ENEL TRADING BRASIL SA;RE;2;1394169510;ENEL TRADING BRASIL SA;BR1A009;06/06/2025;BR16;30248458000125;09208650;700000144
06/06/2025;6;7956;BR1A009;PRODUCAO TODDY BA;4520153117;6600121;Energia Eletrica;Recebimento físico;SERV FORNEC ENERG ELETR C/RECUP IMP 3101;5088333427;24196,72;2010000;Transitoria Recebimento Fisico/Fisc;WE;2;1383730427;Recbto Fisico/Fiscal;BR1A009;06/06/2025;BR16;;09349096;700000144
03/06/2025;6;7956;BR1A009;PRODUCAO TODDY BA;4520089904;6600121;Energia Eletrica;Recebimento fatura;SERV FORNEC ENERG ELETR C/RECUP IMP 3101;5109995225;0;2010000;Transitoria Recebimento Fisico/Fisc;RE;2;1381684207;Recbto Fisico/Fiscal;BR1A009;23/05/2025;BR16;15139629000194;09345264;700000144
29/07/2025;7;7956;BR1A009;PRODUCAO TODDY BA;4520596060;6600121;Energia Eletrica;Recebimento físico;SERV FORNEC ENERG ELETR C/RECUP IMP 3101;5089843113;37418,97;2010000;Transitoria Recebimento Fisico/Fisc;WE;2;1414058413;Recbto Fisico/Fiscal;BR1A009;25/07/2025;BR16;;09385570;700000144
07/07/2025;7;7956;BR1A009;PRODUCAO TODDY BA;4520373002;6600121;Energia Eletrica;Recebimento fatura;SERV FORNEC ENERG ELETR C/RECUP IMP 3101;5105747551;0;2010000;Transitoria Recebimento Fisico/Fisc;RE;2;1401447684;Recbto Fisico/Fiscal;BR1A009;02/07/2025;BR16;30248458000125;09208650;700000144
04/07/2025;7;7956;BR1A009;PRODUCAO TODDY BA;4520373002;6600121;Energia Eletrica;Recebimento físico;SERV FORNEC ENERG ELETR C/RECUP IMP 3101;5089149309;21938,44;2010000;Transitoria Recebimento Fisico/Fisc;WE;2;1400314684;Recbto Fisico/Fiscal;BR1A009;02/07/2025;BR16;;09456067;700000144
29/07/2025;7;7956;BR1A009;PRODUCAO TODDY BA;4520346603;6600121;Energia Eletrica;Recebimento físico;SERV FORNEC ENERG ELETR C/RECUP IMP 3101;5089853109;33786,22;2010000;Transitoria Recebimento Fisico/Fisc;WE;2;1414250723;Recbto Fisico/Fiscal;BR1A009;18/06/2025;BR16;;09385570;700000144
19/08/2025;8;7956;BR1A009;PRODUCAO TODDY BA;4520681186;6600121;Energia Eletrica;Recebimento fatura;SERV FORNEC ENERG ELETR C/RECUP IMP 3101;5105945985;0;1000120537;ENEL TRADING BRASIL SA;RE;2;1426393579;ENEL TRADING BRASIL SA;BR1A009;06/08/2025;BR16;30248458000125;09345264;700000144
07/08/2025;8;7956;BR1A009;PRODUCAO TODDY BA;4520681186;6600121;Energia Eletrica;Recebimento físico;SERV FORNEC ENERG ELETR C/RECUP IMP 3101;5090129387;22979,7;2010000;Transitoria Recebimento Fisico/Fisc;WE;2;1419855379;Recbto Fisico/Fiscal;BR1A009;06/08/2025;BR16;;09478597;700000144
11/08/2025;8;7956;BR1A009;PRODUCAO TODDY BA;4520596060;6600121;Energia Eletrica;Recebimento fatura;SERV FORNEC ENERG ELETR C/RECUP IMP 3101;5105898199;-3891,92;2010000;Transitoria Recebimento Fisico/Fisc;RE;2;1421540437;Recbto Fisico/Fiscal;BR1A009;25/07/2025;BR16;15139629000194;09345264;700000144
07/08/2025;8;7956;BR1A009;PRODUCAO TODDY BA;4520346603;6600121;Energia Eletrica;Recebimento fatura;SERV FORNEC ENERG ELETR C/RECUP IMP 3101;5105879927;0;1000039250;COMPANHIA DE ELETRICIDADE DO ESTADO;RE;3;1419649901;COMPANHIA DE ELETRICIDADE DO ESTADO;BR1A009;18/06/2025;BR16;15139629000194;09345264;700000144
24/01/2025;1;7956;BR1A312;COMBI 24000;4518994724;6600120;Gas Natural;Recebimento fatura;SERV FORNEC GAS NATURAL C/RECUP IMP 1401;5109380513;0;1000057195;COMPANHIA DE GAS DA BAHIA BAHIAGAS;RE;6;1305419502;COMPANHIA DE GAS DA BAHIA BAHIAGAS;BR1A312;15/01/2025;BR16;34432153000120;80156364;700000201
24/01/2025;1;7956;BR1A312;COMBI 24000;4518994724;6600120;Gas Natural;Recebimento fatura;SERV FORNEC GAS NATURAL C/RECUP IMP 1401;5109380513;0;1000057195;COMPANHIA DE GAS DA BAHIA BAHIAGAS;RE;5;1305419502;COMPANHIA DE GAS DA BAHIA BAHIAGAS;BR1A312;15/01/2025;BR16;34432153000120;80156364;700000201
24/01/2025;1;7956;BR1A312;COMBI 24000;4518994724;6600120;Gas Natural;Recebimento fatura;SERV FORNEC GAS NATURAL C/RECUP IMP 1401;5109380513;0;1000057195;COMPANHIA DE GAS DA BAHIA BAHIAGAS;RE;4;1305419502;COMPANHIA DE GAS DA BAHIA BAHIAGAS;BR1A312;15/01/2025;BR16;34432153000120;80156364;700000201
24/01/2025;1;7956;BR1A312;COMBI 24000;4518994724;6600120;Gas Natural;Recebimento fatura;SERV FORNEC GAS NATURAL C/RECUP IMP 1401;5109380513;0;1000057195;COMPANHIA DE GAS DA BAHIA BAHIAGAS;RE;3;1305419502;COMPANHIA DE GAS DA BAHIA BAHIAGAS;BR1A312;15/01/2025;BR16;34432153000120;80156364;700000201
24/01/2025;1;7956;BR1A312;COMBI 24000;4518994724;6600120;Gas Natural;Recebimento fatura;SERV FORNEC GAS NATURAL C/RECUP IMP 1401;5109380513;0;1000057195;COMPANHIA DE GAS DA BAHIA BAHIAGAS;RE;2;1305419502;COMPANHIA DE GAS DA BAHIA BAHIAGAS;BR1A312;15/01/2025;BR16;34432153000120;80156364;700000201
24/01/2025;1;7956;BR1A312;COMBI 24000;4518994724;6600120;Gas Natural;Recebimento fatura;SERV FORNEC GAS NATURAL C/RECUP IMP 1401;5109380513;0;1000057195;COMPANHIA DE GAS DA BAHIA BAHIAGAS;RE;1;1305419502;COMPANHIA DE GAS DA BAHIA BAHIAGAS;BR1A312;15/01/2025;BR16;34432153000120;80156364;700000201
23/01/2025;1;7956;BR1A312;COMBI 24000;4518994724;6600120;Gas Natural;Recebimento físico;SERV FORNEC GAS NATURAL C/RECUP IMP 1401;5084336808;69229,85;2010000;Transitoria Recebimento Fisico/Fisc;WE;6;1304530342;Recbto Fisico/Fiscal;BR1A312;15/01/2025;BR16;;09349096;700000201
23/01/2025;1;7956;BR1A312;COMBI 24000;4518994724;6600120;Gas Natural;Recebimento físico;SERV FORNEC GAS NATURAL C/RECUP IMP 1401;5084336808;16120,47;2010000;Transitoria Recebimento Fisico/Fisc;WE;5;1304530342;Recbto Fisico/Fiscal;BR1A312;15/01/2025;BR16;;09349096;700000201
23/01/2025;1;7956;BR1A312;COMBI 24000;4518994724;6600120;Gas Natural;Recebimento físico;SERV FORNEC GAS NATURAL C/RECUP IMP 1401;5084336808;11917,45;2010000;Transitoria Recebimento Fisico/Fisc;WE;4;1304530342;Recbto Fisico/Fiscal;BR1A312;15/01/2025;BR16;;09349096;700000201
23/01/2025;1;7956;BR1A312;COMBI 24000;4518994724;6600120;Gas Natural;Recebimento físico;SERV FORNEC GAS NATURAL C/RECUP IMP 1401;5084336808;3894,35;2010000;Transitoria Recebimento Fisico/Fisc;WE;3;1304530342;Recbto Fisico/Fiscal;BR1A312;15/01/2025;BR16;;09349096;700000201
23/01/2025;1;7956;BR1A312;COMBI 24000;4518994724;6600120;Gas Natural;Recebimento físico;SERV FORNEC GAS NATURAL C/RECUP IMP 1401;5084336808;1435,54;2010000;Transitoria Recebimento Fisico/Fisc;WE;2;1304530342;Recbto Fisico/Fiscal;BR1A312;15/01/2025;BR16;;09349096;700000201
23/01/2025;1;7956;BR1A312;COMBI 24000;4518994724;6600120;Gas Natural;Recebimento físico;SERV FORNEC GAS NATURAL C/RECUP IMP 1401;5084336808;982,74;2010000;Transitoria Recebimento Fisico/Fisc;WE;1;1304530342;Recbto Fisico/Fiscal;BR1A312;15/01/2025;BR16;;09349096;700000201
